Date,Time,CO(GT),CO ppm,C6H6(GT),C6H6 ppm,,
10/15/2004,18:00:00,-200,-174.581,21.7,0.00678,,
10/15/2004,19:00:00,-200,-174.581,14.1,0.00441,,
10/15/2004,20:00:00,-200,-174.581,11.9,0.00371,,
10/15/2004,21:00:00,-200,-174.581,5.1,0.00158,,
10/15/2004,22:00:00,-200,-174.581,6.8,0.00214,,
10/15/2004,23:00:00,-200,-174.581,4.8,0.00152,,
10/16/2004,0:00:00,-200,-174.581,7.2,0.00225,,
10/16/2004,1:00:00,-200,-174.581,5.4,0.00170,,
10/16/2004,2:00:00,-200,-174.581,3.0,0.00093,,
10/16/2004,3:00:00,-200,-174.581,3.7,0.00115,,
10/16/2004,4:00:00,-200,-174.581,3.6,0.00112,,
10/16/2004,5:00:00,-200,-174.581,4.7,0.00146,,
10/16/2004,6:00:00,-200,-174.581,6.9,0.00215,,
10/16/2004,7:00:00,-200,-174.581,7.7,0.00241,,
10/16/2004,8:00:00,-200,-174.581,12.2,0.00382,,
10/16/2004,9:00:00,-200,-174.581,9.6,0.00302,,
10/16/2004,10:00:00,-200,-174.581,9.6,0.00299,,
10/16/2004,11:00:00,-200,-174.581,8.3,0.00258,,
10/16/2004,12:00:00,-200,-174.581,7.0,0.00219,,
10/16/2004,13:00:00,-200,-174.581,8.2,0.00256,,
10/16/2004,14:00:00,-200,-174.581,4.5,0.00140,,
10/16/2004,15:00:00,-200,-174.581,5.5,0.00173,,
10/16/2004,16:00:00,-200,-174.581,8.7,0.00272,,
10/16/2004,17:00:00,-200,-174.581,8.7,0.00273,,
10/16/2004,18:00:00,-200,-174.581,14.0,0.00439,,
10/16/2004,19:00:00,-200,-174.581,9.5,0.00297,,
10/16/2004,20:00:00,-200,-174.581,7.9,0.00246,,
10/16/2004,21:00:00,-200,-174.581,6.2,0.00195,,
10/16/2004,22:00:00,-200,-174.581,4.0,0.00126,,
10/16/2004,23:00:00,-200,-174.581,4.4,0.00139,,
10/17/2004,0:00:00,-200,-174.581,2.6,0.00082,,
10/17/2004,1:00:00,-200,-174.581,2.7,0.00084,,
10/17/2004,2:00:00,-200,-174.581,3.8,0.00118,,
10/17/2004,3:00:00,-200,-174.581,3.6,0.00114,,
10/17/2004,4:00:00,-200,-174.581,2.2,0.00070,,
10/17/2004,5:00:00,-200,-174.581,1.7,0.00052,,
10/17/2004,6:00:00,-200,-174.581,2.1,0.00067,,
10/17/2004,7:00:00,-200,-174.581,2.3,0.00071,,
10/17/2004,8:00:00,-200,-174.581,4.8,0.00150,,
10/17/2004,9:00:00,-200,-174.581,5.6,0.00174,,
10/17/2004,10:00:00,-200,-174.581,6.8,0.00214,,
10/17/2004,11:00:00,-200,-174.581,6.2,0.00194,,
10/17/2004,12:00:00,-200,-174.581,6.8,0.00213,,
10/17/2004,13:00:00,-200,-174.581,11.1,0.00349,,
10/17/2004,14:00:00,-200,-174.581,12.2,0.00382,,
10/17/2004,15:00:00,-200,-174.581,4.7,0.00147,,
10/17/2004,16:00:00,-200,-174.581,5.1,0.00160,,
10/17/2004,17:00:00,-200,-174.581,12.7,0.00396,,
10/17/2004,18:00:00,-200,-174.581,11.6,0.00365,,
10/17/2004,19:00:00,-200,-174.581,12.7,0.00398,,
10/17/2004,20:00:00,-200,-174.581,9.7,0.00305,,
10/17/2004,21:00:00,-200,-174.581,7.8,0.00244,,
10/17/2004,22:00:00,-200,-174.581,6.8,0.00214,,
10/17/2004,23:00:00,-200,-174.581,8.1,0.00254,,
10/18/2004,0:00:00,-200,-174.581,5.4,0.00170,,
10/18/2004,1:00:00,-200,-174.581,4.4,0.00137,,
10/18/2004,2:00:00,-200,-174.581,2.4,0.00075,,
10/18/2004,3:00:00,-200,-174.581,1.6,0.00051,,
10/18/2004,4:00:00,-200,-174.581,1.8,0.00057,,
10/18/2004,5:00:00,-200,-174.581,3.1,0.00098,,
10/18/2004,6:00:00,-200,-174.581,9.2,0.00288,,
10/18/2004,7:00:00,-200,-174.581,20.8,0.00652,,
10/18/2004,8:00:00,-200,-174.581,26.8,0.00838,,
10/18/2004,9:00:00,-200,-174.581,17.7,0.00553,,
10/18/2004,10:00:00,-200,-174.581,14.2,0.00445,,
10/18/2004,11:00:00,-200,-174.581,16.8,0.00524,,
10/18/2004,12:00:00,-200,-174.581,16.0,0.00500,,
10/18/2004,13:00:00,-200,-174.581,19.9,0.00622,,
10/18/2004,14:00:00,-200,-174.581,18.5,0.00578,,
10/18/2004,15:00:00,-200,-174.581,21.4,0.00669,,
10/18/2004,16:00:00,-200,-174.581,22.8,0.00713,,
10/18/2004,17:00:00,-200,-174.581,36.5,0.01143,,
10/18/2004,18:00:00,-200,-174.581,38.8,0.01214,,
10/18/2004,19:00:00,-200,-174.581,32.3,0.01011,,
10/18/2004,20:00:00,-200,-174.581,29.3,0.00917,,
10/18/2004,21:00:00,-200,-174.581,14.2,0.00446,,
10/18/2004,22:00:00,-200,-174.581,8.0,0.00249,,
10/18/2004,23:00:00,-200,-174.581,7.4,0.00232,,
10/19/2004,0:00:00,-200,-174.581,7.2,0.00224,,
10/19/2004,1:00:00,-200,-174.581,8.0,0.00250,,
10/19/2004,2:00:00,-200,-174.581,6.5,0.00204,,
10/19/2004,3:00:00,-200,-174.581,5.2,0.00163,,
10/19/2004,4:00:00,-200,-174.581,5.6,0.00175,,
10/19/2004,5:00:00,-200,-174.581,7.0,0.00221,,
10/19/2004,6:00:00,-200,-174.581,11.5,0.00359,,
10/19/2004,7:00:00,-200,-174.581,21.7,0.00679,,
10/19/2004,8:00:00,-200,-174.581,37.9,0.01185,,
10/19/2004,9:00:00,-200,-174.581,30.1,0.00941,,
10/19/2004,10:00:00,-200,-174.581,24.5,0.00766,,
10/19/2004,11:00:00,-200,-174.581,25.2,0.00790,,
10/19/2004,12:00:00,-200,-174.581,26.5,0.00831,,
10/19/2004,13:00:00,-200,-174.581,19.6,0.00615,,
10/19/2004,14:00:00,-200,-174.581,13.4,0.00420,,
10/19/2004,15:00:00,-200,-174.581,15.3,0.00479,,
10/19/2004,16:00:00,-200,-174.581,15.1,0.00472,,
10/19/2004,17:00:00,-200,-174.581,21.1,0.00659,,
10/19/2004,18:00:00,-200,-174.581,23.6,0.00738,,
10/19/2004,19:00:00,-200,-174.581,25.7,0.00805,,
10/19/2004,20:00:00,-200,-174.581,27.2,0.00850,,
10/19/2004,21:00:00,-200,-174.581,24.4,0.00765,,
10/19/2004,22:00:00,-200,-174.581,20.3,0.00636,,
10/19/2004,23:00:00,-200,-174.581,14.8,0.00462,,
10/20/2004,0:00:00,-200,-174.581,12.8,0.00401,,
10/20/2004,1:00:00,-200,-174.581,10.0,0.00314,,
10/20/2004,2:00:00,-200,-174.581,9.3,0.00291,,
10/20/2004,3:00:00,-200,-174.581,9.3,0.00290,,
10/20/2004,4:00:00,-200,-174.581,8.8,0.00275,,
10/20/2004,5:00:00,-200,-174.581,10.2,0.00319,,
10/20/2004,6:00:00,-200,-174.581,13.1,0.00409,,
10/20/2004,7:00:00,-200,-174.581,26.1,0.00817,,
10/20/2004,8:00:00,-200,-174.581,37.9,0.01187,,
10/20/2004,9:00:00,-200,-174.581,26.2,0.00820,,
10/20/2004,10:00:00,-200,-174.581,23.1,0.00722,,
10/20/2004,11:00:00,-200,-174.581,26.0,0.00815,,
10/20/2004,12:00:00,-200,-174.581,28.1,0.00880,,
10/20/2004,13:00:00,-200,-174.581,28.0,0.00876,,
10/20/2004,14:00:00,-200,-174.581,24.6,0.00769,,
10/20/2004,15:00:00,-200,-174.581,22.4,0.00701,,
10/20/2004,16:00:00,4.7,4.103,30.9,0.00968,,
10/20/2004,17:00:00,8,6.983,43.7,0.01367,,
10/20/2004,18:00:00,7.7,6.721,40.0,0.01251,,
10/20/2004,19:00:00,6.8,5.936,35.9,0.01124,,
10/20/2004,20:00:00,6,5.237,30.1,0.00942,,
10/20/2004,21:00:00,4.7,4.103,22.3,0.00699,,
10/20/2004,22:00:00,3.4,2.968,17.7,0.00553,,
10/20/2004,23:00:00,3.9,3.404,19.5,0.00611,,
10/21/2004,0:00:00,4.4,3.841,22.3,0.00698,,
10/21/2004,1:00:00,3.3,2.881,15.4,0.00481,,
10/21/2004,2:00:00,2,1.746,9.3,0.00291,,
10/21/2004,3:00:00,1.5,1.309,6.0,0.00188,,
10/21/2004,4:00:00,-200,-174.581,6.6,0.00207,,
10/21/2004,5:00:00,0.8,0.698,5.1,0.00161,,
10/21/2004,6:00:00,1.3,1.135,8.8,0.00275,,
10/21/2004,7:00:00,2.7,2.357,16.6,0.00519,,
10/21/2004,8:00:00,3.6,3.142,24.3,0.00762,,
10/21/2004,9:00:00,3.6,3.142,20.6,0.00644,,
10/21/2004,10:00:00,2.6,2.270,15.6,0.00488,,
10/21/2004,11:00:00,2,1.746,12.2,0.00383,,
10/21/2004,12:00:00,3.3,2.881,17.7,0.00553,,
10/21/2004,13:00:00,2.6,2.270,14.8,0.00464,,
10/21/2004,14:00:00,2.1,1.833,15.0,0.00469,,
10/21/2004,15:00:00,2.9,2.531,16.7,0.00522,,
10/21/2004,16:00:00,3,2.619,17.7,0.00553,,
10/21/2004,17:00:00,3.2,2.793,20.9,0.00654,,
10/21/2004,18:00:00,4.4,3.841,28.7,0.00898,,
10/21/2004,19:00:00,6,5.237,34.8,0.01091,,
10/21/2004,20:00:00,5,4.365,27.5,0.00861,,
10/21/2004,21:00:00,4.3,3.753,24.9,0.00780,,
10/21/2004,22:00:00,4.3,3.753,24.2,0.00757,,
10/21/2004,23:00:00,4.2,3.666,22.2,0.00696,,
10/22/2004,0:00:00,2.2,1.920,13.2,0.00413,,
10/22/2004,1:00:00,1.3,1.135,7.9,0.00247,,
10/22/2004,2:00:00,1,0.873,5.9,0.00185,,
10/22/2004,3:00:00,0.7,0.611,4.1,0.00127,,
10/22/2004,4:00:00,-200,-174.581,4.6,0.00143,,
10/22/2004,5:00:00,0.9,0.786,5.8,0.00182,,
10/22/2004,6:00:00,1,0.873,6.5,0.00203,,
10/22/2004,7:00:00,2.8,2.444,19.5,0.00610,,
10/22/2004,8:00:00,4.1,3.579,28.0,0.00876,,
10/22/2004,9:00:00,2.9,2.531,18.7,0.00587,,
10/22/2004,10:00:00,2.7,2.357,18.3,0.00572,,
10/22/2004,11:00:00,2.1,1.833,14.3,0.00446,,
10/22/2004,12:00:00,2.4,2.095,16.5,0.00516,,
10/22/2004,13:00:00,3.8,3.317,22.9,0.00717,,
10/22/2004,14:00:00,3.7,3.230,22.3,0.00697,,
10/22/2004,15:00:00,3.7,3.230,22.0,0.00690,,
10/22/2004,16:00:00,5.5,4.801,27.7,0.00867,,
10/22/2004,17:00:00,5.4,4.714,29.8,0.00933,,
10/22/2004,18:00:00,8.4,7.332,40.0,0.01252,,
10/22/2004,19:00:00,6.8,5.936,35.1,0.01098,,
10/22/2004,20:00:00,4.5,3.928,25.5,0.00799,,
10/22/2004,21:00:00,2.5,2.182,13.7,0.00429,,
10/22/2004,22:00:00,1.6,1.397,9.7,0.00302,,
10/22/2004,23:00:00,1.7,1.484,9.8,0.00306,,
10/23/2004,0:00:00,1.7,1.484,10.1,0.00317,,
10/23/2004,1:00:00,1.1,0.960,6.0,0.00189,,
10/23/2004,2:00:00,1,0.873,6.0,0.00189,,
10/23/2004,3:00:00,0.8,0.698,4.6,0.00146,,
10/23/2004,4:00:00,-200,-174.581,4.0,0.00126,,
10/23/2004,5:00:00,0.7,0.611,4.6,0.00143,,
10/23/2004,6:00:00,1.2,1.047,7.6,0.00238,,
10/23/2004,7:00:00,2.3,2.008,13.6,0.00426,,
10/23/2004,8:00:00,3,2.619,16.0,0.00500,,
10/23/2004,9:00:00,3.3,2.881,18.9,0.00591,,
10/23/2004,10:00:00,2.8,2.444,15.7,0.00492,,
10/23/2004,11:00:00,3,2.619,16.2,0.00508,,
10/23/2004,12:00:00,3.4,2.968,19.4,0.00607,,
10/23/2004,13:00:00,3,2.619,16.9,0.00528,,
10/23/2004,14:00:00,2.3,2.008,12.5,0.00392,,
10/23/2004,15:00:00,3.1,2.706,15.8,0.00494,,
10/23/2004,16:00:00,3,2.619,16.0,0.00502,,
10/23/2004,17:00:00,3.3,2.881,16.3,0.00510,,
10/23/2004,18:00:00,4,3.492,21.0,0.00657,,
10/23/2004,19:00:00,4.6,4.015,23.1,0.00724,,
10/23/2004,20:00:00,4.1,3.579,17.7,0.00554,,
10/23/2004,21:00:00,2.3,2.008,12.2,0.00381,,
10/23/2004,22:00:00,2.6,2.270,14.6,0.00457,,
10/23/2004,23:00:00,2.6,2.270,13.1,0.00411,,
10/24/2004,0:00:00,2.9,2.531,15.5,0.00486,,
10/24/2004,1:00:00,2.1,1.833,11.8,0.00369,,
10/24/2004,2:00:00,2.1,1.833,10.9,0.00342,,
10/24/2004,3:00:00,1.5,1.309,8.4,0.00263,,
10/24/2004,4:00:00,-200,-174.581,7.0,0.00218,,
10/24/2004,5:00:00,1.4,1.222,8.6,0.00270,,
10/24/2004,6:00:00,1.2,1.047,7.5,0.00236,,
10/24/2004,7:00:00,1.5,1.309,8.1,0.00252,,
10/24/2004,8:00:00,0.9,0.786,4.8,0.00151,,
10/24/2004,9:00:00,1.4,1.222,7.8,0.00244,,
10/24/2004,10:00:00,2.1,1.833,9.7,0.00304,,
10/24/2004,11:00:00,1.6,1.397,8.4,0.00265,,
10/24/2004,12:00:00,1.5,1.309,7.6,0.00237,,
10/24/2004,13:00:00,1.1,0.960,5.9,0.00185,,
10/24/2004,14:00:00,1.4,1.222,7.4,0.00232,,
10/24/2004,15:00:00,2,1.746,10.1,0.00317,,
10/24/2004,16:00:00,2,1.746,9.7,0.00302,,
10/24/2004,17:00:00,2.5,2.182,11.8,0.00369,,
10/24/2004,18:00:00,4.3,3.753,20.3,0.00636,,
10/24/2004,19:00:00,5.2,4.539,24.3,0.00759,,
10/24/2004,20:00:00,3.4,2.968,15.6,0.00489,,
10/24/2004,21:00:00,1.3,1.135,7.3,0.00228,,
10/24/2004,22:00:00,1.2,1.047,7.1,0.00222,,
10/24/2004,23:00:00,1.7,1.484,9.0,0.00281,,
10/25/2004,0:00:00,1.7,1.484,8.9,0.00279,,
10/25/2004,1:00:00,1.4,1.222,7.2,0.00224,,
10/25/2004,2:00:00,0.9,0.786,4.4,0.00139,,
10/25/2004,3:00:00,0.7,0.611,4.1,0.00127,,
10/25/2004,4:00:00,-200,-174.581,4.3,0.00135,,
10/25/2004,5:00:00,0.9,0.786,5.9,0.00184,,
10/25/2004,6:00:00,1.2,1.047,7.2,0.00226,,
10/25/2004,7:00:00,3.2,2.793,18.5,0.00578,,
10/25/2004,8:00:00,4.4,3.841,25.0,0.00782,,
10/25/2004,9:00:00,3.5,3.055,18.8,0.00588,,
10/25/2004,10:00:00,3.2,2.793,19.5,0.00611,,
10/25/2004,11:00:00,3,2.619,18.2,0.00569,,
10/25/2004,12:00:00,3.5,3.055,20.0,0.00627,,
10/25/2004,13:00:00,4,3.492,24.8,0.00777,,
10/25/2004,14:00:00,3.8,3.317,23.1,0.00722,,
10/25/2004,15:00:00,4.2,3.666,25.5,0.00797,,
10/25/2004,16:00:00,5,4.365,32.0,0.01002,,
10/25/2004,17:00:00,7.9,6.896,46.3,0.01449,,
10/25/2004,18:00:00,8.4,7.332,44.5,0.01393,,
10/25/2004,19:00:00,8,6.983,41.0,0.01285,,
10/25/2004,20:00:00,6.4,5.587,32.5,0.01019,,
10/25/2004,21:00:00,3.5,3.055,19.1,0.00599,,
10/25/2004,22:00:00,3.5,3.055,19.6,0.00613,,
10/25/2004,23:00:00,1.9,1.659,10.7,0.00336,,
10/26/2004,0:00:00,2.2,1.920,12.2,0.00381,,
10/26/2004,1:00:00,1.6,1.397,8.0,0.00251,,
10/26/2004,2:00:00,1,0.873,5.5,0.00172,,
10/26/2004,3:00:00,1,0.873,5.5,0.00172,,
10/26/2004,4:00:00,-200,-174.581,4.3,0.00134,,
10/26/2004,5:00:00,0.9,0.786,5.9,0.00186,,
10/26/2004,6:00:00,1.4,1.222,8.6,0.00269,,
10/26/2004,7:00:00,3,2.619,18.7,0.00586,,
10/26/2004,8:00:00,4.5,3.928,25.0,0.00782,,
10/26/2004,9:00:00,3.8,3.317,19.6,0.00613,,
10/26/2004,10:00:00,3.4,2.968,20.8,0.00650,,
10/26/2004,11:00:00,3.5,3.055,20.1,0.00629,,
10/26/2004,12:00:00,4.4,3.841,26.7,0.00835,,
10/26/2004,13:00:00,4,3.492,23.6,0.00739,,
10/26/2004,14:00:00,4.5,3.928,26.4,0.00827,,
10/26/2004,15:00:00,5.3,4.626,30.9,0.00968,,
10/26/2004,16:00:00,5.8,5.063,32.8,0.01026,,
10/26/2004,17:00:00,8.4,7.332,45.9,0.01437,,
10/26/2004,18:00:00,9.5,8.293,52.1,0.01629,,
10/26/2004,19:00:00,6.2,5.412,36.6,0.01146,,
10/26/2004,20:00:00,5,4.365,24.0,0.00751,,
10/26/2004,21:00:00,2.1,1.833,9.8,0.00308,,
10/26/2004,22:00:00,1.4,1.222,7.9,0.00247,,
10/26/2004,23:00:00,1.6,1.397,7.5,0.00234,,
10/27/2004,0:00:00,2,1.746,9.2,0.00289,,
10/27/2004,1:00:00,1.2,1.047,5.7,0.00179,,
10/27/2004,2:00:00,0.8,0.698,4.4,0.00139,,
10/27/2004,3:00:00,0.6,0.524,3.9,0.00124,,
10/27/2004,4:00:00,-200,-174.581,3.1,0.00096,,
10/27/2004,5:00:00,0.7,0.611,5.1,0.00158,,
10/27/2004,6:00:00,1.7,1.484,10.5,0.00330,,
10/27/2004,7:00:00,3.4,2.968,20.6,0.00645,,
10/27/2004,8:00:00,4.9,4.277,28.5,0.00892,,
10/27/2004,9:00:00,2.7,2.357,12.7,0.00399,,
10/27/2004,10:00:00,3.2,2.793,16.1,0.00503,,
10/27/2004,11:00:00,2.7,2.357,14.9,0.00465,,
10/27/2004,12:00:00,3.2,2.793,16.8,0.00525,,
10/27/2004,13:00:00,4.1,3.579,21.8,0.00681,,
10/27/2004,14:00:00,3.6,3.142,18.6,0.00581,,
10/27/2004,15:00:00,2.8,2.444,14.5,0.00452,,
10/27/2004,16:00:00,2.1,1.833,13.4,0.00419,,
10/27/2004,17:00:00,2.4,2.095,15.8,0.00494,,
10/27/2004,18:00:00,3.6,3.142,20.7,0.00647,,
10/27/2004,19:00:00,2.6,2.270,16.6,0.00519,,
10/27/2004,20:00:00,2.8,2.444,15.3,0.00478,,
10/27/2004,21:00:00,1.4,1.222,8.0,0.00250,,
10/27/2004,22:00:00,1.1,0.960,5.8,0.00182,,
10/27/2004,23:00:00,1.3,1.135,7.0,0.00220,,
10/28/2004,0:00:00,0.9,0.786,4.5,0.00139,,
10/28/2004,1:00:00,1,0.873,5.2,0.00163,,
10/28/2004,2:00:00,0.9,0.786,4.4,0.00139,,
10/28/2004,3:00:00,0.7,0.611,4.2,0.00133,,
10/28/2004,4:00:00,-200,-174.581,3.8,0.00119,,
10/28/2004,5:00:00,0.8,0.698,5.2,0.00164,,
10/28/2004,6:00:00,1.6,1.397,10.0,0.00312,,
10/28/2004,7:00:00,3.4,2.968,20.0,0.00626,,
10/28/2004,8:00:00,4.4,3.841,25.8,0.00807,,
10/28/2004,9:00:00,3.5,3.055,20.0,0.00625,,
10/28/2004,10:00:00,3.4,2.968,20.6,0.00646,,
10/28/2004,11:00:00,2.4,2.095,12.2,0.00383,,
10/28/2004,12:00:00,2.3,2.008,13.1,0.00411,,
10/28/2004,13:00:00,2.6,2.270,14.5,0.00452,,
10/28/2004,14:00:00,2.9,2.531,17.5,0.00546,,
10/28/2004,15:00:00,4.4,3.841,25.9,0.00809,,
10/28/2004,16:00:00,5,4.365,26.6,0.00834,,
10/28/2004,17:00:00,6.5,5.674,35.3,0.01105,,
10/28/2004,18:00:00,5.9,5.150,28.2,0.00882,,
10/28/2004,19:00:00,2.7,2.357,14.2,0.00443,,
10/28/2004,20:00:00,2.5,2.182,12.4,0.00389,,
10/28/2004,21:00:00,1.5,1.309,6.6,0.00206,,
10/28/2004,22:00:00,1,0.873,4.8,0.00151,,
10/28/2004,23:00:00,1.2,1.047,5.4,0.00168,,
10/29/2004,0:00:00,1,0.873,4.3,0.00134,,
10/29/2004,1:00:00,0.8,0.698,2.9,0.00090,,
10/29/2004,2:00:00,0.6,0.524,2.5,0.00079,,
10/29/2004,3:00:00,0.6,0.524,2.2,0.00068,,
10/29/2004,4:00:00,-200,-174.581,2.7,0.00086,,
10/29/2004,5:00:00,1.1,0.960,6.1,0.00190,,
10/29/2004,6:00:00,1.3,1.135,7.7,0.00243,,
10/29/2004,7:00:00,2.9,2.531,15.9,0.00499,,
10/29/2004,8:00:00,3.7,3.230,22.8,0.00714,,
10/29/2004,9:00:00,3,2.619,16.6,0.00519,,
10/29/2004,10:00:00,1.4,1.222,8.4,0.00264,,
10/29/2004,11:00:00,2.6,2.270,13.9,0.00435,,
10/29/2004,12:00:00,4.2,3.666,24.9,0.00781,,
10/29/2004,13:00:00,5.1,4.452,22.4,0.00700,,
10/29/2004,14:00:00,5.5,4.801,26.1,0.00817,,
10/29/2004,15:00:00,4.5,3.928,18.1,0.00568,,
10/29/2004,16:00:00,2.7,2.357,13.9,0.00435,,
10/29/2004,17:00:00,3.1,2.706,18.5,0.00578,,
10/29/2004,18:00:00,4.2,3.666,20.9,0.00656,,
10/29/2004,19:00:00,3.1,2.706,12.9,0.00405,,
10/29/2004,20:00:00,1.7,1.484,6.7,0.00209,,
10/29/2004,21:00:00,1.8,1.571,7.0,0.00218,,
10/29/2004,22:00:00,1.7,1.484,7.3,0.00228,,
10/29/2004,23:00:00,2.1,1.833,9.1,0.00285,,
10/30/2004,0:00:00,2.4,2.095,9.9,0.00309,,
10/30/2004,1:00:00,1.8,1.571,6.9,0.00215,,
10/30/2004,2:00:00,1.5,1.309,6.5,0.00202,,
10/30/2004,3:00:00,1.4,1.222,5.9,0.00183,,
10/30/2004,4:00:00,-200,-174.581,5.4,0.00170,,
10/30/2004,5:00:00,1,0.873,5.4,0.00169,,
10/30/2004,6:00:00,1.4,1.222,7.8,0.00244,,
10/30/2004,7:00:00,2.4,2.095,13.6,0.00425,,
10/30/2004,8:00:00,3.1,2.706,15.4,0.00481,,
10/30/2004,9:00:00,3,2.619,14.4,0.00452,,
10/30/2004,10:00:00,2.7,2.357,14.3,0.00447,,
10/30/2004,11:00:00,4,3.492,20.3,0.00636,,
10/30/2004,12:00:00,3.7,3.230,18.7,0.00584,,
10/30/2004,13:00:00,3.4,2.968,17.3,0.00540,,
10/30/2004,14:00:00,3.4,2.968,16.9,0.00530,,
10/30/2004,15:00:00,3.2,2.793,16.4,0.00512,,
10/30/2004,16:00:00,3.9,3.404,19.1,0.00599,,
10/30/2004,17:00:00,3.7,3.230,18.7,0.00585,,
10/30/2004,18:00:00,4.3,3.753,22.4,0.00701,,
10/30/2004,19:00:00,4.9,4.277,25.3,0.00792,,
10/30/2004,20:00:00,4,3.492,17.7,0.00553,,
10/30/2004,21:00:00,2.8,2.444,13.8,0.00432,,
10/30/2004,22:00:00,2.4,2.095,10.2,0.00318,,
10/30/2004,23:00:00,1.9,1.659,8.6,0.00270,,
10/31/2004,0:00:00,2,1.746,7.9,0.00247,,
10/31/2004,1:00:00,1.5,1.309,5.7,0.00179,,
10/31/2004,2:00:00,1.3,1.135,6.4,0.00199,,
10/31/2004,3:00:00,1,0.873,4.6,0.00144,,
10/31/2004,4:00:00,-200,-174.581,2.7,0.00083,,
10/31/2004,5:00:00,0.5,0.436,2.1,0.00064,,
10/31/2004,6:00:00,0.4,0.349,1.2,0.00038,,
10/31/2004,7:00:00,0.4,0.349,1.4,0.00044,,
10/31/2004,8:00:00,0.9,0.786,4.6,0.00144,,
10/31/2004,9:00:00,1.3,1.135,5.7,0.00178,,
10/31/2004,10:00:00,2.1,1.833,10.6,0.00332,,
10/31/2004,11:00:00,2.4,2.095,11.0,0.00344,,
10/31/2004,12:00:00,2,1.746,8.6,0.00268,,
10/31/2004,13:00:00,1.8,1.571,8.8,0.00275,,
10/31/2004,14:00:00,1.5,1.309,7.5,0.00236,,
10/31/2004,15:00:00,1.6,1.397,11.6,0.00363,,
10/31/2004,16:00:00,2.2,1.920,10.1,0.00317,,
10/31/2004,17:00:00,2.3,2.008,10.8,0.00337,,
10/31/2004,18:00:00,6.6,5.761,30.3,0.00950,,
10/31/2004,19:00:00,4.7,4.103,22.4,0.00701,,
10/31/2004,20:00:00,4.1,3.579,20.6,0.00646,,
10/31/2004,21:00:00,4.1,3.579,17.5,0.00549,,
10/31/2004,22:00:00,2.7,2.357,13.9,0.00436,,
10/31/2004,23:00:00,2.6,2.270,13.6,0.00427,,
11/1/2004,0:00:00,3.2,2.793,15.9,0.00497,,
11/1/2004,1:00:00,3.7,3.230,17.8,0.00559,,
11/1/2004,2:00:00,3.5,3.055,16.7,0.00522,,
11/1/2004,3:00:00,3,2.619,16.0,0.00502,,
11/1/2004,4:00:00,-200,-174.581,16.9,0.00528,,
11/1/2004,5:00:00,2.7,2.357,15.0,0.00469,,
11/1/2004,6:00:00,1.8,1.571,9.6,0.00300,,
11/1/2004,7:00:00,1.3,1.135,7.8,0.00244,,
11/1/2004,8:00:00,1.5,1.309,8.7,0.00273,,
11/1/2004,9:00:00,1.9,1.659,9.8,0.00307,,
11/1/2004,10:00:00,2.2,1.920,12.4,0.00389,,
11/1/2004,11:00:00,2.6,2.270,13.9,0.00435,,
11/1/2004,12:00:00,2.7,2.357,12.5,0.00390,,
11/1/2004,13:00:00,2.5,2.182,10.9,0.00341,,
11/1/2004,14:00:00,1.5,1.309,6.5,0.00203,,
11/1/2004,15:00:00,2,1.746,9.4,0.00293,,
11/1/2004,16:00:00,3.1,2.706,15.3,0.00478,,
11/1/2004,17:00:00,3.7,3.230,16.4,0.00515,,
11/1/2004,18:00:00,4,3.492,19.8,0.00619,,
11/1/2004,19:00:00,4.1,3.579,15.8,0.00495,,
11/1/2004,20:00:00,3.1,2.706,14.5,0.00454,,
11/1/2004,21:00:00,3.2,2.793,14.7,0.00459,,
11/1/2004,22:00:00,3.2,2.793,15.3,0.00480,,
11/1/2004,23:00:00,2.7,2.357,13.0,0.00407,,
11/2/2004,0:00:00,2.3,2.008,10.5,0.00329,,
11/2/2004,1:00:00,1.6,1.397,7.6,0.00237,,
11/2/2004,2:00:00,1.1,0.960,4.8,0.00150,,
11/2/2004,3:00:00,0.7,0.611,3.1,0.00099,,
11/2/2004,4:00:00,-200,-174.581,2.6,0.00082,,
11/2/2004,5:00:00,0.6,0.524,2.7,0.00086,,
11/2/2004,6:00:00,0.5,0.436,3.0,0.00094,,
11/2/2004,7:00:00,1.5,1.309,8.7,0.00272,,
11/2/2004,8:00:00,3.4,2.968,20.7,0.00649,,
11/2/2004,9:00:00,4.4,3.841,25.2,0.00790,,
11/2/2004,10:00:00,4.4,3.841,23.6,0.00739,,
11/2/2004,11:00:00,5.8,5.063,32.9,0.01029,,
11/2/2004,12:00:00,4.9,4.277,25.6,0.00802,,
11/2/2004,13:00:00,5.1,4.452,31.2,0.00976,,
11/2/2004,14:00:00,7.5,6.547,37.9,0.01186,,
11/2/2004,15:00:00,5.8,5.063,32.3,0.01010,,
11/2/2004,16:00:00,5.9,5.150,31.5,0.00987,,
11/2/2004,17:00:00,6.8,5.936,38.0,0.01188,,
11/2/2004,18:00:00,7.9,6.896,44.1,0.01379,,
11/2/2004,19:00:00,8,6.983,44.9,0.01404,,
11/2/2004,20:00:00,9.2,8.031,48.2,0.01509,,
11/2/2004,21:00:00,5.9,5.150,29.1,0.00909,,
11/2/2004,22:00:00,3.7,3.230,19.1,0.00599,,
11/2/2004,23:00:00,2.6,2.270,13.9,0.00435,,
11/3/2004,0:00:00,1.1,0.960,6.8,0.00214,,
